0.840182,0.394450
0.840173,0.394562
0.840161,0.394718
0.840144,0.394920
0.840125,0.395166
0.840101,0.395457
0.840074,0.395793
0.840043,0.396174
0.840009,0.396600
0.839971,0.397072
0.839929,0.397588
0.839884,0.398150
0.839835,0.398758
0.839782,0.399411
0.839726,0.400109
0.839665,0.400854
0.839602,0.401644
0.839534,0.402481
0.839463,0.403364
0.839388,0.404294
0.839309,0.405270
0.839226,0.406293
0.839140,0.407364
0.839050,0.408481
0.838956,0.409646
0.838858,0.410859
0.838756,0.412120
0.838651,0.413429
0.838541,0.414787
0.838427,0.416194
0.838310,0.417650
0.838188,0.419155
0.838063,0.420710
0.837933,0.422315
0.837800,0.423971
0.837662,0.425678
0.837520,0.427436
0.837374,0.429245
0.837224,0.431107
0.837069,0.433021
0.836910,0.434989
0.836747,0.437009
0.836580,0.439084
0.836408,0.441213
0.836232,0.443397
0.836051,0.445637
0.835866,0.447933
0.835676,0.450286
0.835481,0.452696
0.835282,0.455164
0.835078,0.457691
0.834869,0.460278
0.834656,0.462924
0.834437,0.465632
0.834214,0.468401
0.833985,0.471233
0.833752,0.474129
0.833513,0.477089
0.833268,0.480114
0.833019,0.483206
0.832764,0.486365
0.832503,0.489593
0.832237,0.492891
0.831965,0.496259
0.831688,0.499700
0.831404,0.503214
0.831114,0.506803
0.830819,0.510468
0.830516,0.514212
0.830208,0.518035
0.829893,0.521939
0.829571,0.525926
0.829242,0.529999
0.828907,0.534158
0.828564,0.538406
0.828214,0.542746
0.827856,0.547180
0.827490,0.551710
0.827117,0.556339
0.826735,0.561070
0.826344,0.565906
0.825945,0.570850
0.825537,0.575907
0.825120,0.581079
0.824693,0.586371
0.824256,0.591787
0.823808,0.597332
0.823350,0.603012
0.822880,0.608832
0.822398,0.614798
0.821905,0.620917
0.821398,0.627196
0.820877,0.633644
0.820343,0.640270
0.819793,0.647083
0.819227,0.654097
0.818643,0.661322
0.818042,0.668775
0.817421,0.676472
0.816778,0.684431
0.798440,0.911643
0.798441,0.911636
0.798442,0.911626
0.798443,0.911613
0.798444,0.911597
0.798446,0.911579
0.798447,0.911558
0.798449,0.911533
0.798451,0.911506
0.798454,0.911476
0.798457,0.911443
0.798459,0.911407
0.798463,0.911369
0.798466,0.911327
0.798469,0.911283
0.798473,0.911235
0.798477,0.911185
0.798482,0.911131
0.798486,0.911075
0.798491,0.911016
0.798496,0.910953
0.798501,0.910888
0.798507,0.910820
0.798513,0.910749
0.798519,0.910674
0.798525,0.910597
0.798531,0.910517
0.798538,0.910433
0.798545,0.910346
0.798552,0.910257
0.798560,0.910164
0.798568,0.910067
0.798576,0.909968
0.798584,0.909866
0.798592,0.909760
0.798601,0.909651
0.798610,0.909539
0.798620,0.909423
0.798629,0.909304
0.798639,0.909182
0.798649,0.909056
0.798660,0.908927
0.798670,0.908794
0.798681,0.908658
0.798693,0.908519
0.798704,0.908375
0.798716,0.908228
0.798728,0.908078
0.798741,0.907924
0.798753,0.907766
0.798766,0.907604
0.798780,0.907439
0.798793,0.907269
0.798807,0.907096
0.798822,0.906919
0.798836,0.906737
0.798851,0.906552
0.798867,0.906362
0.798882,0.906168
0.798898,0.905970
0.798915,0.905768
0.798931,0.905561
0.798948,0.905349
0.798966,0.905133
0.798984,0.904913
0.799002,0.904687
0.799020,0.904457
0.799039,0.904222
0.799059,0.903981
0.799079,0.903736
0.799099,0.903485
0.799119,0.903229
0.799141,0.902967
0.799162,0.902700
0.799184,0.902427
0.799207,0.902148
0.799230,0.901863
0.799253,0.901571
0.799277,0.901273
0.799302,0.900968
0.799327,0.900657
0.799353,0.900338
0.799379,0.900012
0.799406,0.899678
0.799434,0.899337
0.799462,0.898987
0.799491,0.898629
0.799520,0.898262
0.799551,0.897885
0.799582,0.897499
0.799614,0.897103
0.799647,0.896696
0.799681,0.896278
0.799715,0.895847
0.799751,0.895404
0.799788,0.894948
0.799826,0.894477
0.799865,0.893991
0.799906,0.893488
0.799948,0.892967
